cool,16
large,10
blue,12
@nfl,20
new,27
free,15
great,14
warm,13
ok,11
my,20
pepsi_next,13
beautiful,16
pink,78
amazing,21
cute,13
cold,19
hot,13
better,13
good,21
drake,10
hilarious,16
powerful,71
ancient,70
lemme,70
bad,12
relatable,17
best,26
roman,70
drunk,12
funny,29
different,18
edgy,17
musical,140
overthrow,70
simpler,70
happy,17
