drinking,10
sing,57
wait,10
love,11
"m""",12
dankmemes,10
trump,13
want,10
pink,55
"s""",27
break,55
follow,17
rock,109
went,10
ask,11
"re""",15
designed,10
"""",68
dank,19
eaten,54
@pepsi,34
think,13
decides,54
pepsibattleofthebands,17
said,18
captured,54
wo,14
s,10
kept,16
got,14
bobby,11
spongebob,12
forgets,54
drink,34
_,19
eat,11
know,18
