classic,11
,374
yummy,23
drunk,11
cool,14
large,14
blue,12
international,11
free,31
great,19
healthy,10
\u2022,14
my,21
beautiful,26
thirsty,14
awesome,10
amazing,22
nice,11
vintage,11
different,22
green,11
cute,24
hot,24
good,50
hard,10
red,43
small,15
american,11
delicious,18
little,22
able,11
regular,16
black,10
local,10
new,53
bad,17
cold,26
best,17
better,22
funny,10
sweet,25
real,19
big,16
old,17
sure,10
happy,23
original,13
fresh,16
