enjoy,16
\u2019s,24
"m""",22
want,17
went,15
got,27
said,26
wo,11
"ve""",11
drinks,20
love,44
going,16
s,10
taste,14
having,10
follow,14
help,11
drink,52
feel,18
"""",106
think,18
find,13
look,10
\ufe0f,11
posted,10
drinking,30
try,11
let,10
"s""",55
know,27
eat,11
